title,tag,info,comments,content
金字塔原理,豆瓣图书标签: 管理,[美]芭芭拉•明托 / 汪洱、高愉 / 南海出版公司 / 2019-4 / 88.00元,(3735人评价),《金字塔原理》介绍了一种能清晰地展现思路的高效方法，是训练思考、使表达呈现逻辑性的实用宝典。金字塔原理能将零散的观点有序组织起来，化繁为简，适合所有需要精进...
李育辉组织行为学讲义,豆瓣图书标签: 管理,李育辉 / 新星出版社 | 得到图书 / 2021-6-9 / 69.00,(380人评价),"为什么效率低下的美国银行客服部，仅仅增加了员工的聊天机会，业绩就大幅提升？
为什么在谷歌实验中，经常暴露自己情绪缺陷的领导，团队的创新绩效反而最高？
为什么..."
﻿置身事内,豆瓣图书标签: 经济,兰小欢 / 上海人民出版社 / 2021-8 / 65.00元,(32680人评价),"“在成功的经济体中，经济政策一定是务实的，不是意识形态化的。是具体的，不是抽象的。”
直面真问题、深究真逻辑的复旦大学经济学“毕业课”
☆ 连接抽象经济学理..."
结构性改革,豆瓣图书标签: 经济,黄奇帆 / 中信出版社 / 2020-6 / 88元,(3749人评价),恰逢百年未有之大变局，经济转型发展、中美贸易摩擦、新冠疫情暴发等问题交相叠加，无不考验着我国面对复杂问题的智慧和勇气，供给侧结构性改革的重要性与紧迫性空前凸...
八次危机,豆瓣图书标签: 经济,温铁军 等 / 东方出版社 / 2013-1-1 / 55.00元,(5300人评价),"内容简介：
""在人们通常的意识形态中，中国没有发生过经济危机，也不可能发生经济危机，最多只能算是经济波动，而不能算是危机。但作者认为，中国不仅发生过经济危机..."
分析与思考,豆瓣图书标签: 经济,黄奇帆 / 上海人民出版社 / 2020-7 / 98.00元,(3319人评价),本书是黄奇帆教授在复旦大学所做的关于中国经济的讲座合集。本书共收录了12次讲座，根据主题分为“宏观调控”“基础货币”“资本市场”“房地产发展”“对外开放”“...
工作、消费主义和新穷人,豆瓣图书标签: 经济,[英]齐格蒙特·鲍曼 / 郭楠 / 上海社会科学院出版社 / 2021-9 / 45.00元,(11724人评价),"◎ 我们的生活方式如何制造出新穷人？著名社会学家、思想家齐格蒙特·鲍曼警世之作，解读消费主义下的贫穷迷思。
◎ 在当代，人们能够作的，恐怕只有接受这就是一个..."
货币幻觉,豆瓣图书标签: 经济,[美]欧文·费雪、Irving Fisher / 曹乾 / 广西师范大学出版社 / 2022-4 / 59.00元,(60人评价),"觉得生活成本越来越高，工资涨了还是不够用？这说明你出现了货币幻觉。货币幻觉是人的一种心理错觉，即决策时只看到货币的名义价值，而忽视了实际购买力的变化。
费雪..."
原则,豆瓣图书标签: 经济,[美] 瑞·达利欧 / 崔苹苹、刘波 / 中信出版集团 / 2022-1-10 / 168.00元,(1553人评价),"自然界的发展是有规律的，而任何事物都按其固有的轨迹运行。人们能够用一定的方法去认识它、体验它、并按照客观规律改造它。
从《原则》《债务危机》到本书，桥水投资..."
大国大城,豆瓣图书标签: 经济,陆铭 / 上海人民出版社 / 2016-7 / 42.00元,(11178人评价),"★限制户籍解决不了城市病，让农民工返乡治愈不了乡村隐痛！
★基于本土实证，以经济视角谏言社会问题，著名经济学家的反成见、聚共识之作。
房价陡升、雾霾遮天、交..."
小岛经济学,豆瓣图书标签: 经济,[美] 彼得·希夫、[美] 安德鲁·希夫 / 胡晓姣、吕靖纬、陈志超 / 中信出版社 / 2017-3 / 48,(6104人评价),"你一定非常想知道：通货膨胀到底是怎么来的？
为什么中国要购买那么多的美国国债？
扭转恶化的经济状况是该花钱，还是存钱？
为什么有些国家很富有，而另外一些国家..."
解读中国经济,豆瓣图书标签: 经济,林毅夫 / 北京大学出版社 / 2018-9 / 68.00元,(1161人评价),《解读中国经济》是解读中国经济之作，总结了中国与其他国家、地区经济发展和改革活动的经验，提出了一个经济发展和转型的一般理论，并以此理论分析中国在改革和发展过...
中国经济（第2版）,豆瓣图书标签: 经济,[美] 巴里·诺顿 / 安佳 / 上海人民出版社 / 2019-12-1 / 158.00元,(211人评价),本书是著名中国经济问题专家巴里·诺顿对当代中国经济的综合性论述，覆盖面之广、研究之透辟，其他同类英语论著罕有其匹。诺顿纵论1949年以来的中国经济，基于多年...
债务危机,豆瓣图书标签: 经济,[美] 瑞·达利欧 / 赵灿、熊建伟、刘波、崔苹苹、何杰奎林 / 中信出版社 / 2019-3 / 98.00元,(2949人评价),在2008年金融危机爆发10周年之际，全球一线投资者之一瑞·达利欧公开了他独到的债务危机应对原则。这些原则可以解释债务危机的发生机制，以及妥善应对危机应该遵...
纳瓦尔宝典,豆瓣图书标签: 经济,[美] 埃里克·乔根森 / 赵灿 / 中信出版社 / 2022-4 / 68.00元,(1959人评价),"致富不仅仅靠运气，幸福也不是从天而降的。积累财富和幸福生活都是我们可以且需要学习的技能。
那么指导我们学习的原则和方法是什么？本书提供了原则和方法。这本书收..."
以利为利,豆瓣图书标签: 经济,周飞舟 / 上海三联书店 / 2012-2-1 / 35.00元,(1310人评价),本书主要内容包括：序论：政府行为与中央-地方关系、改革前的中央地方关系、财政包干的效应和后果、分税制改革及其影响等。
棉花帝国,豆瓣图书标签: 经济,[美]斯文·贝克特 / 徐轶杰、杨燕 / 民主与建设出版社 / 2019-3 / 118.00元,(5469人评价),"2015年班克罗夫特奖获奖作品，王希、仲伟民、李伯重联袂推荐！
以棉花工业联动六大洲的历史描述资本主义全球化的进程，
提出“战争资本主义”概念，颠覆“自由资..."
逃不开的经济周期,豆瓣图书标签: 经济,拉斯·特维德 / 董裕平 / 中信出版社 / 2012-11 / 69.00元,(2765人评价),《逃不开的经济周期(珍藏版)》内容简介：我们一生都会历经数次经济的增长、衰退、停滞和危机，对于未来生活的看法总是从乐观的高峰跌落悲观的深渊，又在某种契机下重...
大转折,豆瓣图书标签: 经济,[英] 马克·莱文森 / 多绥婷 / 民主与建设出版社 / 2022-3 / 62.00元,(170人评价),"1973年经济危机何以成为当今世界秩序的起源？
比尔•盖茨盛赞的经济史家马克•莱文森重磅新作
解密繁荣为何不可持续，美国因何不能“再次伟大”
◎ 编辑推荐
..."
通往奴役之路,豆瓣图书标签: 经济,弗里德利希・冯・哈耶克 / 王明毅、冯兴元 / 中国社会科学出版社 / 1997-08-01 / 16.00,(15558人评价),《通往奴役之路》一书在哈耶克的学术生涯中占有极其重要地位，这本书为他赢得广泛的注意，他的世界性声誉就是由此奠定的。他在这本书中论证道，当时正在计划中的福利国...
权力结构、政治激励和经济增长,豆瓣图书标签: 经济,章奇、刘明兴 / 格致出版社 / 上海三联书店 / 上海人民出版社 / 2016-3 / 59.00,(1375人评价),本书选取民营经济极为发达、中国最富裕的省份之一浙江作为分析对象，在考察了1949年后浙江民营经济发展背后的政治逻辑之后，提出了一个典型的政治经济学分析框架：...
制内市场,豆瓣图书标签: 经济,郑永年、黄彦杰 / 邱道隆 / 浙江人民出版社 / 2021-1-1 / 118.00元,(359人评价),本书从中西比较的视野，探索了中国政治经济制度的发展历史及当代演变，并以“制内市场”的总体框架来揭示中国的国家和市场的关系。本书提出，“制内市场”是一种在中国...
﻿纳瓦尔宝典,豆瓣图书标签: 商业,[美] 埃里克·乔根森 / 赵灿 / 中信出版社 / 2022-4 / 68.00元,(1959人评价),"致富不仅仅靠运气，幸福也不是从天而降的。积累财富和幸福生活都是我们可以且需要学习的技能。
那么指导我们学习的原则和方法是什么？本书提供了原则和方法。这本书收..."
置身事内,豆瓣图书标签: 商业,兰小欢 / 上海人民出版社 / 2021-8 / 65.00元,(32680人评价),"“在成功的经济体中，经济政策一定是务实的，不是意识形态化的。是具体的，不是抽象的。”
直面真问题、深究真逻辑的复旦大学经济学“毕业课”
☆ 连接抽象经济学理..."
原则,豆瓣图书标签: 商业,[美] 瑞·达利欧 / 崔苹苹、刘波 / 中信出版集团 / 2022-1-10 / 168.00元,(1553人评价),"自然界的发展是有规律的，而任何事物都按其固有的轨迹运行。人们能够用一定的方法去认识它、体验它、并按照客观规律改造它。
从《原则》《债务危机》到本书，桥水投资..."
四万万顾客,豆瓣图书标签: 商业,[美] 卡尔·克劳 / 徐阳 / 九州出版社 / 2022-4 / 48.00元,(433人评价),"★“中国通”在民国的逸闻趣事
西方广告大亨传授的老上海生意经
透过民国的市井街巷、柴米油盐
窥见我们习以为常的文化和与今相通的人性
美国国家图书奖获奖作品
..."
发明,豆瓣图书标签: 商业,[英]詹姆斯·戴森 / 毛大庆 / 中国纺织出版社 / 2022-4 / 109.9元,(129人评价),50多年的发明人生，经历无数失败和挫折后，詹姆斯·戴森开辟了一条颠覆现有产品的创新成功之路。气旋吸尘器、吹风机、空气净化风扇……戴森陆续发明和设计的产品不仅...
亚马逊逆向工作法,豆瓣图书标签: 商业,[美]柯林·布里亚（Colin Bryar）、[美]比尔·卡尔（Bill Carr） / 黄邦福 / 北京联合出版公司 / 2022-3-1,(208人评价),"★揭秘市值超万亿美元的亚马逊，可复制的工作方法和管理原则。
★《福布斯》《美联社》《纽约时报》《出版人周刊》盛赞推荐。
★畅销近20个国家和地区，巴西、德国..."
亿万负翁,豆瓣图书标签: 商业,[美]里夫斯·维德曼（Reeves Wiedeman） / 周昕、鲁先进 / 北京联合出版有限公司 / 2022-2 / 65.00元,(87人评价),"★★★
《纽约时报》重磅新书、《华尔街日报》商业畅销书
《新闻周刊》、《连线》杂志必读书目
《出版人周刊》、InsideHook 尖叫推荐
原版上市一周就跃..."
原则,豆瓣图书标签: 商业,[美] 瑞·达利欧 / 刘波、綦相 / 中信出版社 / 2018-1 / CNY 98.00,(31665人评价),瑞·达利欧是全世界顶级投资家、企业家之一，对冲基金公司桥水创始人。桥水创立至今为客户赚取的收益远远超过历史上任何一家对冲基金。达利欧认为桥水的成功源自他所奉...
商业模式新生代,豆瓣图书标签: 商业,[瑞士]亚历山大·奥斯特瓦德(Alexander Osterwalder)、[比利时]伊夫·皮尼厄（Yves Pigneur） / 黄涛、郁婧 / 机械工业出版社 / 2016-10 / 89.00,(522人评价),"对于那些致力于改进或创造商业模式的先驱来说，
《商业模式新生代》是一本关于商业模式创新的、实用的、启发性的工具书。
改变你思考商业模式的方式
《商业模式新生..."
定位,豆瓣图书标签: 商业,杰克·特劳特（Jack Trout）、阿尔·里斯（AL Ries） / 谢伟山、苑爱冬 / 机械工业出版社 / 2011-1-1 / 42.00元,(10231人评价),"如果只看一本营销书籍，首选《定位》。
本书提出了被称为“有史以来对美国营销影响最大的观念”——定位，改观了人类“满足需求”的旧有营销认识，开创了“胜出竞争”..."
日本激荡三十年,豆瓣图书标签: 商业,[日]伊丹敬之 / 王琰 / 浙江人民出版社 / 2022-4 / 88.00,(32人评价),"平成时代的日本企业，经历了通货膨胀的经济危机，
熬过了“失去的20年”，
在平成时代结束时，如何重新起飞？
中国企业必读！
在艰难的日子里，如何努力活下去！..."
竞争优势：透视企业护城河,豆瓣图书标签: 商业,布鲁斯·格林沃尔德（Bruce Greenwald）、贾德·卡恩（Judd Kahn） / 林安霁、樊帅 / 机械工业出版社 / 2021-8-18 / 99.00,(221人评价),企业高管们经常把战略和规划混为一谈。他们认为任何规划都是战略，结果前赴后继地投身于一场场注定打不赢的战役，却未能保护和充分利用真正能够为胜利奠定基础的竞争优...
详谈：赵鹏,豆瓣图书标签: 商业,李翔 / 新星出版社 / 2021-7-10 / 45.00,(483人评价),"BOSS直聘创始人赵鹏：
像农民种地一样 默默干一件正事
一家试图改变行业的公司
一个不断寻找并实现自我价值的人
● 19岁以山西省文科高考第三名的成绩考入..."
创新者的窘境,豆瓣图书标签: 商业,[美] 克莱顿·克里斯坦森（Clayton M. Christensen） / 胡建桥 / 中信出版社 / 2020-7 / 69.00元,(170人评价),"【编辑推荐】
◎“创新之父”克莱顿·克里斯坦森传世管理经典。2020年1月，克里斯坦森教授不幸因病离世。作为他经典作品中的经典，《创新者的窘境》值得所有创业..."
创新者的窘境,豆瓣图书标签: 商业,克莱顿•克里斯坦森( Clayton M. Christensen ) / 胡建桥 / 中信出版社 / 2010-6 / 38.00元,(3605人评价),"管理类经典图书
o 被《福布斯》评为20世纪最具影响的20本商业图书之一
o “全球商业书籍奖”获奖图书
“颠覆大师”克莱顿•克里斯坦森经典力作。
《金融时..."
从0到1,豆瓣图书标签: 商业,[美] 彼得·蒂尔、[美] 布莱克·马斯特斯 / 高玉芳 / 中信出版社 / 2015-1-1 / 45.00元,(27988人评价),"图书简介：
http://v.youku.com/v_show/id_XOTA0NjcyMzE2.html?wm=3333_2001
硅谷创投教父、PayP..."
零售的哲学,豆瓣图书标签: 商业,[日] 铃木敏文 / 顾晓琳 / 江苏文艺出版社 / 2014-12-1 / 36,(8737人评价),全球最大的便利店连锁公司创始人——铃木敏文，结合40多年零售经验，为你讲述击中消费心理的零售哲学。铃木敏文的很多创新，现在已经成为商界常识，本书把那些不可思...
鞋狗,豆瓣图书标签: 商业,[美] 菲尔·奈特 / 毛大庆 / 北京联合出版公司 / 2016-9-1 / 89.90元,(7272人评价),   在《鞋狗》中，耐克创始人菲尔·奈特亲自讲述了耐克“从0到1”的过程：作为一位美国俄勒冈州的普通人，他出于对跑步的热爱决定进入跑鞋销售领域，从50美元...
亚马逊编年史,豆瓣图书标签: 商业,宁向东、刘小华 / 中信出版集团 / 2021-8 / 88,(284人评价),亚马逊创立于1994年，从1997年上市到现在，市值已经超过万亿美元，20多年增长了2000多倍；创立之初，亚马逊只是一家销售纸质图书的网站，今天已经成为当...
制造消费者,豆瓣图书标签: 商业,[法]安东尼·加卢佐 / 马雅 / 广东人民出版社 / 2022-6-15 / 68.00元,(96人评价),"【编辑推荐】
★为什么我们会买了又买？为什么买得越多反而越不快乐？
商业化将个体从刻板的集体秩序中解放，却又将人投入“自由”的束缚。人们用钱换产品，用产品换..."
﻿置身事内,豆瓣图书标签: 金融,兰小欢 / 上海人民出版社 / 2021-8 / 65.00元,(32680人评价),"“在成功的经济体中，经济政策一定是务实的，不是意识形态化的。是具体的，不是抽象的。”
直面真问题、深究真逻辑的复旦大学经济学“毕业课”
☆ 连接抽象经济学理..."
什么是金融,豆瓣图书标签: 金融,【美】米希尔·德赛 / 高源 / 中信出版集团 / 2021-1 / 88.00元,(122人评价),本书的目的就是引领读者进入金融的大门。哈佛商学院金融学教授米希尔•德赛总结了自己长期教学实践的精华，深入浅出地向读者解读金融世界的逻辑与常识，使读者不必深陷...
银行家的骗局,豆瓣图书标签: 金融,[美]Anat Admati(阿娜特•阿德玛蒂、[德]Martin Hellwig(马丁•黑尔维格) / 袁诚、彭哲 / 电子工业出版社 / 2015-1 / 45.00,(26人评价),《银行家的骗局》内容简介：当今的银行系统错在何处？过去数年的情况表明，银行业的风险给经济带来了巨大的成本。很多人认为，提高银行系统的安全性，必须以牺牲贷款和...
金融经济学二十五讲,豆瓣图书标签: 金融,徐高 / 中国人民大学出版社 / 2018-7-1 / 52,(418人评价),《金融经济学二十五讲》是作者在北京大学数年讲授金融学课程所结出的果实。本书主要内容由均衡资产定价、无套利资产定价以及金融摩擦三部分组成，涉及现代金融经济学的...
债务危机,豆瓣图书标签: 金融,[美] 瑞·达利欧 / 赵灿、熊建伟、刘波、崔苹苹、何杰奎林 / 中信出版社 / 2019-3 / 98.00元,(2949人评价),在2008年金融危机爆发10周年之际，全球一线投资者之一瑞·达利欧公开了他独到的债务危机应对原则。这些原则可以解释债务危机的发生机制，以及妥善应对危机应该遵...
货币幻觉,豆瓣图书标签: 金融,[美]欧文·费雪、Irving Fisher / 曹乾 / 广西师范大学出版社 / 2022-4 / 59.00元,(60人评价),"觉得生活成本越来越高，工资涨了还是不够用？这说明你出现了货币幻觉。货币幻觉是人的一种心理错觉，即决策时只看到货币的名义价值，而忽视了实际购买力的变化。
费雪..."
渐行渐近的金融周期,豆瓣图书标签: 金融,彭文生 / 中信出版社 / 2017-6 / 65.00,(974人评价),过去40年在金融自由化、政府对私人财富隐性担保、宏观政策过度依赖信贷的大环境下，全球范围内金融的顺周期性成为驱动经济中期波动的重要力量，甚至带来了金融危机。...
原则,豆瓣图书标签: 金融,[美] 瑞·达利欧 / 崔苹苹、刘波 / 中信出版集团 / 2022-1-10 / 168.00元,(1553人评价),"自然界的发展是有规律的，而任何事物都按其固有的轨迹运行。人们能够用一定的方法去认识它、体验它、并按照客观规律改造它。
从《原则》《债务危机》到本书，桥水投资..."
即将爆发的货币战争,豆瓣图书标签: 金融,[美]埃斯瓦尔·S·普拉萨德 / 刘寅龙 / 新世界出版社 / 2015-8-1 / 48,(50人评价),"一部警醒国人的美元陷阱警报
独家权威揭秘大国货币暗战真相
◆ 资本为何从穷国流向富国？新兴市场的重商主义政策才是资本逆流的罪魁祸首？
◆ 不合理的货币估值导..."
香帅金融学讲义,豆瓣图书标签: 金融,香帅 / 中信出版集团 / 2020-10 / 98.00元,(387人评价),"编辑推荐
来自北大名门正派的金融学课程：当金融与你我密不可分，站在高处，构建金融学思维，重新理解财富
来自“生活中的金融现象”，人人都可以读：不需要专业知识..."
史上最伟大的交易,豆瓣图书标签: 金融,[美] 格里高利·祖克曼 / 绿窗小语、小小辛巴 / 中国人民大学出版社 / 2018-4-1 / 65.00元,(183人评价),一场史上最令人叹为观止的“伟大交易”，让约翰·保尔森在金融危机中赚了个盆满钵满；他的利润之巨，似乎不近现实，近乎梦幻：他的公司年盈利150亿美元，超过了总人...
中国是部金融史,豆瓣图书标签: 金融,陈雨露、杨忠恕 / 北京联合出版公司 / 2013-3 / 39.50元,(1879人评价),《中国是部金融史》内容简介：中国人民大学校长陈雨露教授全新力作，《世界是部金融史》姊妹篇，透过金融读懂中国三千年把金融那些事儿一次说清楚，三千年来谁著史——...
纳瓦尔宝典,豆瓣图书标签: 金融,[美] 埃里克·乔根森 / 赵灿 / 中信出版社 / 2022-4 / 68.00元,(1959人评价),"致富不仅仅靠运气，幸福也不是从天而降的。积累财富和幸福生活都是我们可以且需要学习的技能。
那么指导我们学习的原则和方法是什么？本书提供了原则和方法。这本书收..."
金融炼金术,豆瓣图书标签: 金融,[美] 乔治·索罗斯 / 孙忠/等 / 海南出版社 / 1999-4 / 24.80元,(2881人评价),本书是索罗斯的投资日记。读者可以从中欣赏到索罗斯如何分析个股、如何把握市场转变的时机、如何面对不利的市场行情并及时调整对策，从而在风云变幻的金融市场中立于不...
周期,豆瓣图书标签: 金融,[美]霍华德·马克斯 / 刘建位 / 中信出版社 / 2019-2 / 88.00元,(3443人评价),每个投资人都想弄清楚自己现在所处的周期位置。也就是说，人们渴望知道自己下一步应该追加投资，继续留在市场，还是应该果断卖出，离开市场。大家都知道市场周期起伏波...
一位银行家的管理笔记,豆瓣图书标签: 金融,刘晓春 / 中信出版社 / 2019-11 / 65.00元,(93人评价),本书立足于作者从事银行一线管理工作30多年的宏观思考和微观审视，从金融业大势、金融新业态、金融供给侧改革、金融监管的逻辑，到银行业如何赋能实体经济，再到银行...
穷查理宝典,豆瓣图书标签: 金融,[美]彼得·考夫曼  编 / 李继宏 等 / 中信出版集团 / 2021-7-31 / 188元,(1116人评价),《穷查理宝典》是迄今为止全面介绍查理·芒格的投资、学习与人生心得的唯一一本书，完整收录了查理·芒格的个人传记与投资哲学，以及过去20年来芒格主要的公开演讲和...
手把手教你读财报（新准则升级版）,豆瓣图书标签: 金融,唐朝 / 中国经济出版社 / 2021-1-1 / 69.00元,(602人评价),2017—2019年，财政部对《企业会计准则》做了大量修改和增补，于是2015年初出版的《手把手教你读财报》有了修订的必要。修订过程中，老唐首先根据过去6年...
The Psychology of Money,豆瓣图书标签: 金融,Morgan Housel / Harriman House / 2020-9-8 / USD 18.99,(372人评价),Doing well with money isn’t necessarily about what you know. It’s about how yo...
巴菲特致股东的信（原书第4版）,豆瓣图书标签: 金融,劳伦斯 A 坎宁安 / 杨天南 / 机械工业出版社 / 2018-3 / 99.00元,(2393人评价),众所周知，巴菲特每年都会亲自执笔给伯克希尔的股东写一封信，迄今已写了52年。每一封致股东信都洋洋洒洒数万言，信中回顾公司业绩、投资策略，还会就许多热点话题表...
﻿纳瓦尔宝典,豆瓣图书标签: 投资,[美] 埃里克·乔根森 / 赵灿 / 中信出版社 / 2022-4 / 68.00元,(1959人评价),"致富不仅仅靠运气，幸福也不是从天而降的。积累财富和幸福生活都是我们可以且需要学习的技能。
那么指导我们学习的原则和方法是什么？本书提供了原则和方法。这本书收..."
更富有、更睿智、更快乐,豆瓣图书标签: 投资,[英] 威廉·格林 / 马林梅 / 中国青年出版社 / 2022-3 / 25.0,(61人评价),《更富有、更睿智、更快乐》介绍了沃伦·巴菲特、查理·芒格、约翰·邓普顿、霍华德·马克斯等40多位投资大师的投资智慧。在分享与众多投资大师深入接触的日常故事中...
巴芒演义,豆瓣图书标签: 投资,唐朝 / 中国经济出版社 / 2020-3 / 69.00元,(1840人评价),我们学习价值投资的过程中，经常会发现大师们在很多重要问题上有南辕北辙的表述，甚至同一位大师在不同场合、不同时间，可能表达出完全相反的观点，比如是烟蒂还是成长...
周期,豆瓣图书标签: 投资,[美]霍华德·马克斯 / 刘建位 / 中信出版社 / 2019-2 / 88.00元,(3443人评价),每个投资人都想弄清楚自己现在所处的周期位置。也就是说，人们渴望知道自己下一步应该追加投资，继续留在市场，还是应该果断卖出，离开市场。大家都知道市场周期起伏波...
彼得·林奇的成功投资,豆瓣图书标签: 投资,[美] 彼得·林奇、[美] 约翰·罗瑟查尔德 / 刘建位、徐晓杰 / 机械工业出版社 / 2010-4-1 / 38.00元,(3488人评价),本书系统介绍如何做好股票投资的充分准备，如何从生活和工作中开始寻找你喜爱的上市公司股票，如何分析上市公司的业务、财务、股票等基本面情况以及如何正确认识股价的...
巴菲特致股东的信（原书第4版）,豆瓣图书标签: 投资,劳伦斯 A 坎宁安 / 杨天南 / 机械工业出版社 / 2018-3 / 99.00元,(2393人评价),众所周知，巴菲特每年都会亲自执笔给伯克希尔的股东写一封信，迄今已写了52年。每一封致股东信都洋洋洒洒数万言，信中回顾公司业绩、投资策略，还会就许多热点话题表...
投资最重要的事,豆瓣图书标签: 投资,[美] 霍华德·马克斯 Howard Marks / 孙 伊 / 中信出版社 / 2012-7 / 58.00元,(6376人评价),《投资最重要的事》倾注了霍华德•马克斯一生的经验和研究，阐述了成功投资的秘诀，以及足以摧毁资本或断送职业生涯的错误。马克斯摘录备忘录中的段落阐明自己的思想，...
投资中最简单的事（更新版）,豆瓣图书标签: 投资,邱国鹭 / 中国经济出版社 / 2020-3 / 62.90元,(1162人评价),"投资本身是一件很复杂的事，我们是否可以化繁为简、直接追问什么才是投资的本质？有没有一些简单可行的法则和工具能够让我们直接触及投资的本质？
本书自第一版面世5..."
聪明的投资者,豆瓣图书标签: 投资,本杰明·格雷厄姆、Benjamin Graham / 王中华、黄一义 / 人民邮电出版社 / 2010-8 / 88.00元,(7463人评价),这是一本投资实务领域的世界级和世纪级的经典著作，自从1949年首次出版以来，本书即成为股市上的《圣经》。本修订版在完整保留格雷厄姆原著1973年第4版的基础...
聪明的投资者（第4版注疏点评版）,豆瓣图书标签: 投资,【美】本杰明•格雷厄姆 / 王中华、黄一义、刘建位审校 / 人民邮电出版社 / 2016-3 / 88.00,(627人评价),《聪明的投资者》（第4版注疏点评版）在完整保留格雷厄姆原著1973 年第4 版的基础上，由贾森•兹威格根据近40 年尤其是世纪之交全球股市的大动荡现实，对格...
价值投资实战手册,豆瓣图书标签: 投资,唐朝 / 中国经济出版社 / 2019-1 / 59.80,(1965人评价),"本书是老唐对20多年投资实践中形成的投资体系的回顾与总结，由三大章构成：正确面对股价波动、如何估算内在价值、企业分析案例。
前两章完整地阐述了老唐个人对投资..."
原则,豆瓣图书标签: 投资,[美] 瑞·达利欧 / 崔苹苹、刘波 / 中信出版集团 / 2022-1-10 / 168.00元,(1553人评价),"自然界的发展是有规律的，而任何事物都按其固有的轨迹运行。人们能够用一定的方法去认识它、体验它、并按照客观规律改造它。
从《原则》《债务危机》到本书，桥水投资..."
文明、现代化、价值投资与中国,豆瓣图书标签: 投资,李录 / 中信出版集团 / 2020-4 / 128,(5803人评价),"《文明、现代化、价值投资与中国》是喜马拉雅资本创始人、查理·芒格家族资产管理人、价值投资思想第三代代表人物李录的文集。

全书包含上下两篇，上篇脱胎于在投资..."
手把手教你读财报（新准则升级版）,豆瓣图书标签: 投资,唐朝 / 中国经济出版社 / 2021-1-1 / 69.00元,(602人评价),2017—2019年，财政部对《企业会计准则》做了大量修改和增补，于是2015年初出版的《手把手教你读财报》有了修订的必要。修订过程中，老唐首先根据过去6年...
投资至简,豆瓣图书标签: 投资,静逸投资 / 机械工业出版社 / 2020-1 / 88.00元,(744人评价),"知是行之始，行是知之成
私募主理人的价值投资策略
价值投资是一条少有人走的路。它极其简单，简单到可以浓缩为一句话。它又极其复杂，复杂到可能涉及自然世界和人类..."
价值投资实战手册第二辑,豆瓣图书标签: 投资,唐朝 / 中国经济出版社,(113人评价),《价值投资实战手册》是唐朝对20多年投资实践 中形成的投资体系的回顾与总结，由三大章构成：正 确面对股价波动、如何估算内在价值、企业分析案例 。前两章完整地...
置身事内,豆瓣图书标签: 投资,兰小欢 / 上海人民出版社 / 2021-8 / 65.00元,(32680人评价),"“在成功的经济体中，经济政策一定是务实的，不是意识形态化的。是具体的，不是抽象的。”
直面真问题、深究真逻辑的复旦大学经济学“毕业课”
☆ 连接抽象经济学理..."
穷查理宝典,豆瓣图书标签: 投资,[美]彼得·考夫曼  编 / 李继宏 等 / 中信出版集团 / 2021-7-31 / 188元,(1116人评价),《穷查理宝典》是迄今为止全面介绍查理·芒格的投资、学习与人生心得的唯一一本书，完整收录了查理·芒格的个人传记与投资哲学，以及过去20年来芒格主要的公开演讲和...
投资者的未来（典藏版）,豆瓣图书标签: 投资,[美]杰里米 J.西格尔 / 机械工业出版社 / 2018-9 / 80,(395人评价),本书视角独特、结论有力，值得我国广大投资者阅读参考。常规投资指南一般会从投资学的基本原理出发，利用定价理论告诉投资者如何投资，而本书则不然，作者摒弃了比较流...
﻿营销笔记,豆瓣图书标签: 营销,小马宋 / 中信出版社 / 2022-6 / 79.00元,(72人评价),"这是一本一开始阅读就停不下来的营销书，读过之后会有恍然大悟的感觉。
举几个让你惊叹“原来如此”的例子：
1.原来做营销并不一定需要花很多钱，你自己就有许多免..."
营销管理（第15版）,豆瓣图书标签: 营销,菲利普•科特勒、凯文•莱恩•凯勒 / 何佳讯、于洪彦、牛永革、徐岚、董伊人、金钰 / 格致出版社 / 2016-8-1 / 118,(739人评价),一个学科的确立总伴随着伟大思想者和他极富盛名的著作出现，如同亚当•斯密的《国富论》之于经济学，彼得•德鲁克的《管理：任务、责任、实践》之于管理学。对于营销学...
定位,豆瓣图书标签: 营销,杰克·特劳特（Jack Trout）、阿尔·里斯（AL Ries） / 谢伟山、苑爱冬 / 机械工业出版社 / 2011-1-1 / 42.00元,(10231人评价),"如果只看一本营销书籍，首选《定位》。
本书提出了被称为“有史以来对美国营销影响最大的观念”——定位，改观了人类“满足需求”的旧有营销认识，开创了“胜出竞争”..."
科特勒营销思维,豆瓣图书标签: 营销,菲利普•科特勒、凯文•莱恩•凯勒 / 汪涛 / 中国人民大学出版社 / 2015-1-1 / 45.00元,(43人评价),本书为现代营销学的奠基之作，获选全球最佳50本商业书籍之一，被誉为 “营销圣经”。营销与创新是企业最重要的两大功能。本书的中心思想即企业必须积极地创造并培育...
详谈：杜国楹,豆瓣图书标签: 营销,李翔 / 新星出版社 / 2022-3-10 / 45.00,(255人评价),"●“产品是1，营销是0。”
从背背佳、好记星、E人E本、8848手机到小罐茶
作为一位连续打造出爆款的产品高手
身兼争议与传奇的杜国楹首度详尽分享创业心得
..."
极简市场营销,豆瓣图书标签: 营销,胡超 / 北京联合出版公司 / 2021-3 / 68.00元,(299人评价),"★★★
做好市场营销，这本就够了！
源于世界经典理论的完整体系、经过市场实战锤炼的落地打法，实战派市场营销专家20多年超50亿元的理论积累与实践心得！
8大..."
